iter	Passed	Remaining
976	8887	209
977	8893	200
978	8901	190
979	8907	181
980	8914	172
981	8923	163
982	8929	154
983	8936	145
984	8942	136
985	8949	127
986	8955	117
987	8966	108
988	8973	99
989	8981	90
990	8988	81
991	8997	72
992	9006	63
993	9015	54
994	9022	45
995	9028	36
996	9035	27
997	9042	18
998	9048	9
999	9056	0
